salary,emp_no
40000,404401
58215,404402
56355,404403
40000,404404
48881,404405
57352,404406
41157,404407
57514,404408
80835,404409
40000,404410
40000,404411
40000,404412
64806,404413
79032,404414
40384,404415
83021,404416
100788,404417
48441,404418
54546,404419
40000,404420
63185,404421
40000,404422
48557,404423
51222,404424
58557,404425
40000,404426
43699,404427
69243,404428
55841,404429
40000,404430
65416,404431
53801,404432
51869,404433
66592,404434
56561,404435
40000,404436
40000,404437
40000,404438
40000,404439
40000,404440
47821,404441
51468,404442
41156,404443
66753,404444
45453,404445
40000,404446
65482,404447
75807,404448
45960,404449
61089,404450
58627,404451
59891,404452
55855,404453
76198,404454
40000,404455
51304,404456
40000,404457
40000,404458
60898,404459
47696,404460
40000,404461
40194,404462
52462,404463
40000,404464
40000,404465
48598,404466
92588,404467
58073,404468
40000,404469
40000,404470
40000,404471
40000,404472
71293,404473
40000,404474
40000,404475
40000,404476
58978,404477
47847,404478
51571,404479
40000,404480
44832,404481
60610,404482
74883,404483
40000,404484
40000,404485
68490,404486
51884,404487
75861,404488
67132,404489
40931,404490
40000,404491
43696,404492
40000,404493
44837,404494
40000,404495
64302,404496
85097,404497
62262,404498
40978,404499
40000,404500
44870,404501
60189,404502
56815,404503
56646,404504
68331,404505
40000,404506
40138,404507
45431,404508
87030,404509
56142,404510
40000,404511
40000,404512
40000,404513
63845,404514
56146,404515
62766,404516
40000,404517
43923,404518
74105,404519
60216,404520
59343,404521
44482,404522
54198,404523
40000,404524
40331,404525
40000,404526
45819,404527
40000,404528
54332,404529
72538,404530
40000,404531
86608,404532
57699,404533
84391,404534
43434,404535
43156,404536
71505,404537
40000,404538
44140,404539
46623,404540
53515,404541
46508,404542
62495,404543
77631,404544
47780,404545
43472,404546
45895,404547
60045,404548
40000,404549
40000,404550
40000,404551
59399,404552
40000,404553
40000,404554
56761,404555
40000,404556
40000,404557
40000,404558
40000,404559
72166,404560
78419,404561
46756,404562
58147,404563
54825,404564
52579,404565
60131,404566
40000,404567
44985,404568
56437,404569
40000,404570
40000,404571
51066,404572
40000,404573
40000,404574
47518,404575
42156,404576
102643,404577
40000,404578
57395,404579
40000,404580
47709,404581
66471,404582
50875,404583
90299,404584
68888,404585
40000,404586
40000,404587
40000,404588
51568,404589
79143,404590
40000,404591
56474,404592
40000,404593
40000,404594
52672,404595
85302,404596
50488,404597
40000,404598
55415,404599
45041,404600
40000,404601
45097,404602
73188,404603
40000,404604
62701,404605
40000,404606
40000,404607
58715,404608
44826,404609
40000,404610
40390,404611
53772,404612
40000,404613
48539,404614
40000,404615
40000,404616
77007,404617
63832,404618
55297,404619
60334,404620
84458,404621
58939,404622
43534,404623
40000,404624
64894,404625
43130,404626
72342,404627
70214,404628
61597,404629
45429,404630
59329,404631
40000,404632
40000,404633
40000,404634
61333,404635
87743,404636
40000,404637
51474,404638
73322,404639
48345,404640
88397,404641
75385,404642
75582,404643
40000,404644
63128,404645
40000,404646
90975,404647
40000,404648
80215,404649
51577,404650
59110,404651
49488,404652
52628,404653
74695,404654
61821,404655
40000,404656
57108,404657
40000,404658
44308,404659
40000,404660
67376,404661
52298,404662
40000,404663
83640,404664
48180,404665
43526,404666
45959,404667
40000,404668
64931,404669
45526,404670
40000,404671
66520,404672
40000,404673
53382,404674
88786,404675
70611,404676
42394,404677
40000,404678
101930,404679
40000,404680
40000,404681
49410,404682
78061,404683
66372,404684
52142,404685
58287,404686
55646,404687
47236,404688
72092,404689
69162,404690
40000,404691
78169,404692
52236,404693
43740,404694
47608,404695
41607,404696
75271,404697
43150,404698
70711,404699
58399,404700
40000,404701
40577,404702
40433,404703
40000,404704
40000,404705
40184,404706
47483,404707
40000,404708
40000,404709
40000,404710
41248,404711
40000,404712
67799,404713
40000,404714
40000,404715
40000,404716
71114,404717
40000,404718
40000,404719
40000,404720
45721,404721
44318,404722
40000,404723
71210,404724
40000,404725
69125,404726
40985,404727
45748,404728
75166,404729
55721,404730
53594,404731
47932,404732
77268,404733
73642,404734
41785,404735
47303,404736
47437,404737
40000,404738
65288,404739
40000,404740
40000,404741
40000,404742
44305,404743
40000,404744
54310,404745
40000,404746
40000,404747
53069,404748
65660,404749
57904,404750
84634,404751
40378,404752
40000,404753
60513,404754
55120,404755
61377,404756
66329,404757
65888,404758
66384,404759
82794,404760
62316,404761
43803,404762
40000,404763
73991,404764
60077,404765
41437,404766
61155,404767
80119,404768
48279,404769
40000,404770
59524,404771
40392,404772
57686,404773
61969,404774
91584,404775
44882,404776
40000,404777
49166,404778
40000,404779
40563,404780
52993,404781
57571,404782
78106,404783
71198,404784
44479,404785
45805,404786
44451,404787
50754,404788
40000,404789
40000,404790
52444,404791
66142,404792
40000,404793
63903,404794
40000,404795
62368,404796
58310,404797
40000,404798
86627,404799
54243,404800
40000,404801
50977,404802
40000,404803
61825,404804
40000,404805
45731,404806
56322,404807
40000,404808
40000,404809
52326,404810
57718,404811
40000,404812
65535,404813
40000,404814
40000,404815
40000,404816
54595,404817
46925,404818
54167,404819
76520,404820
42051,404821
48613,404822
42187,404823
40000,404824
81110,404825
47803,404826
40000,404827
55149,404828
41815,404829
40000,404830
65677,404831
68054,404832
40363,404833
45332,404834
87351,404835
40000,404836
40000,404837
61718,404838
40000,404839
62035,404840
71022,404841
40000,404842
40000,404843
77255,404844
40000,404845
40000,404846
42080,404847
40000,404848
40000,404849
40000,404850
40000,404851
70119,404852
82513,404853
63668,404854
61131,404855
93013,404856
44543,404857
40000,404858
80292,404859
47906,404860
41612,404861
42064,404862
40000,404863
54578,404864
61439,404865
54700,404866
41596,404867
50808,404868
40000,404869
40000,404870
46866,404871
54661,404872
54152,404873
62106,404874
74496,404875
58544,404876
55539,404877
60805,404878
40000,404879
50780,404880
40000,404881
46227,404882
49527,404883
51045,404884
52142,404885
78045,404886
41486,404887
40000,404888
50160,404889
76511,404890
42519,404891
68371,404892
40000,404893
57729,404894
73317,404895
70651,404896
46450,404897
82285,404898
67804,404899
72571,404900
46226,404901
48402,404902
40000,404903
68501,404904
81816,404905
40000,404906
53957,404907
40000,404908
51818,404909
40000,404910
74212,404911
40000,404912
40000,404913
40000,404914
40000,404915
69257,404916
72507,404917
40000,404918
55495,404919
42930,404920
60460,404921
41905,404922
54080,404923
50540,404924
51424,404925
94399,404926
60088,404927
95231,404928
40522,404929
40000,404930
67314,404931
83559,404932
63686,404933
84454,404934
53458,404935
43717,404936
56008,404937
40000,404938
51394,404939
55033,404940
50335,404941
45559,404942
59336,404943
73570,404944
51028,404945
56642,404946
54915,404947
63364,404948
40000,404949
68189,404950
40000,404951
81981,404952
62603,404953
40000,404954
45753,404955
54284,404956
58032,404957
49091,404958
72739,404959
79832,404960
46157,404961
44141,404962
40000,404963
83871,404964
40000,404965
40000,404966
40000,404967
40000,404968
66135,404969
40000,404970
66542,404971
69032,404972
40000,404973
66237,404974
67677,404975
46497,404976
40000,404977
47401,404978
52125,404979
72262,404980
69891,404981
40000,404982
63241,404983
40524,404984
40000,404985
44521,404986
82462,404987
63817,404988
40000,404989
40000,404990
58534,404991
74349,404992
76581,404993
46219,404994
47085,404995
72969,404996
42076,404997
50183,404998
47173,404999
40000,405000
57399,405001
74216,405002
40000,405003
40000,405004
66920,405005
40000,405006
73133,405007
90554,405008
40000,405009
42921,405010
40000,405011
58755,405012
40000,405013
70306,405014
72535,405015
40000,405016
86146,405017
63132,405018
89249,405019
40000,405020
40000,405021
46216,405022
72856,405023
56703,405024
48120,405025
40000,405026
56105,405027
40398,405028
56682,405029
90071,405030
40000,405031
92618,405032
48127,405033
40000,405034
40000,405035
77461,405036
70894,405037
40000,405038
50542,405039
53600,405040
40000,405041
45322,405042
67639,405043
64039,405044
44345,405045
45686,405046
40000,405047
40000,405048
51523,405049
40000,405050
50077,405051
42594,405052
49085,405053
40000,405054
43479,405055
40000,405056
50204,405057
40000,405058
46199,405059
40000,405060
40000,405061
53837,405062
67423,405063
55678,405064
86027,405065
40000,405066
40000,405067
76643,405068
69659,405069
52162,405070
40000,405071
56146,405072
40000,405073
61098,405074
90495,405075
53131,405076
61833,405077
40000,405078
82586,405079
58189,405080
40267,405081
45905,405082
40000,405083
40164,405084
84015,405085
61560,405086
49263,405087
47506,405088
57653,405089
40000,405090
40000,405091
76028,405092
78056,405093
40000,405094
46071,405095
48966,405096
82653,405097
47750,405098
56769,405099
40000,405100
43324,405101
40000,405102
52527,405103
57650,405104
40000,405105
40000,405106
62984,405107
97052,405108
54675,405109
77089,405110
40000,405111
57117,405112
40000,405113
40000,405114
40000,405115
40000,405116
80164,405117
52072,405118
84556,405119
40000,405120
62526,405121
40000,405122
48381,405123
71419,405124
54029,405125
40000,405126
80771,405127
49062,405128
40000,405129
40000,405130
40000,405131
47489,405132
40000,405133
63217,405134
54236,405135
70497,405136
40000,405137
40000,405138
41619,405139
58697,405140
50358,405141
57908,405142
40000,405143
60767,405144
40000,405145
68799,405146
62093,405147
48075,405148
67700,405149
40000,405150
40000,405151
40000,405152
40000,405153
61937,405154
40000,405155
41590,405156
62440,405157
61236,405158
40000,405159
50079,405160
40000,405161
47414,405162
47069,405163
77181,405164
54346,405165
45122,405166
40000,405167
40000,405168
45762,405169
40000,405170
90398,405171
49449,405172
45809,405173
80505,405174
85806,405175
43429,405176
46572,405177
54191,405178
48810,405179
40000,405180
40000,405181
66615,405182
49551,405183
53410,405184
47842,405185
59402,405186
40000,405187
77521,405188
81248,405189
80454,405190
71282,405191
40791,405192
55993,405193
55475,405194
47004,405195
71459,405196
61946,405197
61735,405198
48486,405199
60590,405200
40000,405201
91790,405202
40000,405203
40000,405204
52921,405205
80541,405206
63892,405207
40000,405208
40000,405209
40000,405210
75647,405211
82323,405212
56751,405213
46248,405214
40948,405215
44488,405216
49390,405217
53415,405218
40000,405219
40000,405220
44605,405221
40675,405222
62075,405223
40000,405224
55956,405225
40000,405226
81872,405227
70631,405228
74747,405229
65464,405230
46537,405231
49974,405232
43864,405233
88545,405234
52396,405235
73428,405236
67917,405237
53487,405238
64614,405239
40000,405240
40099,405241
87831,405242
48829,405243
45887,405244
56749,405245
51086,405246
65008,405247
72206,405248
49693,405249
65700,405250
79399,405251
65335,405252
51088,405253
70611,405254
77865,405255
78245,405256
40000,405257
40000,405258
50203,405259
73159,405260
78204,405261
53363,405262
64844,405263
67375,405264
40000,405265
42175,405266
51200,405267
66624,405268
48333,405269
40000,405270
40000,405271
40000,405272
53168,405273
40000,405274
46317,405275
54952,405276
40000,405277
42175,405278
40000,405279
42770,405280
45170,405281
40000,405282
40298,405283
40000,405284
40000,405285
52706,405286
64401,405287
55927,405288
40000,405289
77895,405290
61896,405291
45611,405292
40000,405293
82908,405294
42253,405295
50400,405296
67713,405297
40000,405298
56855,405299
79050,405300
66351,405301
40000,405302
65090,405303
40213,405304
61954,405305
40343,405306
60350,405307
40000,405308
77313,405309
56170,405310
43504,405311
58149,405312
49622,405313
75191,405314
62660,405315
74213,405316
80774,405317
49719,405318
40000,405319
88497,405320
67997,405321
40000,405322
55963,405323
52339,405324
40000,405325
52271,405326
59582,405327
75383,405328
91130,405329
40000,405330
40000,405331
91241,405332
40000,405333
96461,405334
40000,405335
67752,405336
44557,405337
45200,405338
41937,405339
57261,405340
61411,405341
44929,405342
40000,405343
40000,405344
58065,405345
55105,405346
75088,405347
40000,405348
51431,405349
62808,405350
73272,405351
58884,405352
40000,405353
41467,405354
68227,405355
40525,405356
53024,405357
43451,405358
40000,405359
69644,405360
54967,405361
55130,405362
69508,405363
73480,405364
52896,405365
55058,405366
51538,405367
41023,405368
60132,405369
59793,405370
58881,405371
40000,405372
46252,405373
40000,405374
40929,405375
40000,405376
61490,405377
63678,405378
40975,405379
69730,405380
50766,405381
77175,405382
69136,405383
45049,405384
61759,405385
40000,405386
86504,405387
58385,405388
40000,405389
44780,405390
40000,405391
40613,405392
40000,405393
40000,405394
82649,405395
47144,405396
51591,405397
60127,405398
40000,405399
40000,405400
40000,405401
40000,405402
72830,405403
55408,405404
49927,405405
52814,405406
40000,405407
56130,405408
69692,405409
64522,405410
52434,405411
77256,405412
51673,405413
47346,405414
41773,405415
58040,405416
40000,405417
40000,405418
59634,405419
74264,405420
46910,405421
80803,405422
43824,405423
40000,405424
59291,405425
41285,405426
40000,405427
88429,405428
45522,405429
40000,405430
40000,405431
46945,405432
46608,405433
45655,405434
40000,405435
44969,405436
57972,405437
76487,405438
74112,405439
40000,405440
71696,405441
64531,405442
43563,405443
70276,405444
40000,405445
53545,405446
49975,405447
40264,405448
63858,405449
40000,405450
57855,405451
66868,405452
76343,405453
40000,405454
78244,405455
46560,405456
58721,405457
53277,405458
60690,405459
89164,405460
61589,405461
70268,405462
40000,405463
43931,405464
43037,405465
50664,405466
78577,405467
40000,405468
40000,405469
51516,405470
40000,405471
40000,405472
56450,405473
47757,405474
71640,405475
99028,405476
41263,405477
40000,405478
40000,405479
43783,405480
64525,405481
40000,405482
52920,405483
40000,405484
40000,405485
54099,405486
71001,405487
40000,405488
40000,405489
41179,405490
40000,405491
40000,405492
42335,405493
57172,405494
40000,405495
48341,405496
40000,405497
76807,405498
40000,405499
73462,405500
52138,405501
72612,405502
55580,405503
40000,405504
40000,405505
81997,405506
56259,405507
40000,405508
63452,405509
46925,405510
40000,405511
72373,405512
40000,405513
70624,405514
46580,405515
40000,405516
58553,405517
51862,405518
42604,405519
42179,405520
57897,405521
74988,405522
78757,405523
40000,405524
62421,405525
41007,405526
49363,405527
40000,405528
40000,405529
48805,405530
40000,405531
52783,405532
40000,405533
47073,405534
60648,405535
40000,405536
40000,405537
57258,405538
62544,405539
42137,405540
51679,405541
74724,405542
56695,405543
40000,405544
43556,405545
55216,405546
49155,405547
63493,405548
79036,405549
60878,405550
40000,405551
56398,405552
49304,405553
44653,405554
42213,405555
45403,405556
62683,405557
40000,405558
69390,405559
40000,405560
40000,405561
77793,405562
61243,405563
40000,405564
41676,405565
57790,405566
40912,405567
40000,405568
71336,405569
40000,405570
45033,405571
43439,405572
65022,405573
76811,405574
50019,405575
81669,405576
71019,405577
40000,405578
70782,405579
40000,405580
42980,405581
68846,405582
85611,405583
70202,405584
64701,405585
40000,405586
75315,405587
52754,405588
40000,405589
46602,405590
47382,405591
72286,405592
47315,405593
48679,405594
52915,405595
76277,405596
112781,405597
77921,405598
78307,405599
61261,405600
40000,405601
65313,405602
51197,405603
90607,405604
52247,405605
40525,405606
40000,405607
53263,405608
90083,405609
56274,405610
84703,405611
77803,405612
77452,405613
51235,405614
92551,405615
53105,405616
56228,405617
40000,405618
40000,405619
46238,405620
40000,405621
58212,405622
47781,405623
40000,405624
40000,405625
92133,405626
42192,405627
67441,405628
40000,405629
59288,405630
73334,405631
51796,405632
65533,405633
40000,405634
42843,405635
56458,405636
40000,405637
44500,405638
46357,405639
50173,405640
51877,405641
40000,405642
40000,405643
81567,405644
56672,405645
65101,405646
40000,405647
85177,405648
40000,405649
40000,405650
40000,405651
40000,405652
40000,405653
47815,405654
40000,405655
40000,405656
78032,405657
55345,405658
58835,405659
75867,405660
77911,405661
62975,405662
40000,405663
57551,405664
44847,405665
62274,405666
66184,405667
43402,405668
40000,405669
71093,405670
47553,405671
53140,405672
40000,405673
40000,405674
40000,405675
93139,405676
68536,405677
76783,405678
40000,405679
55634,405680
73354,405681
40000,405682
50540,405683
90188,405684
41476,405685
41437,405686
49725,405687
40000,405688
55067,405689
71238,405690
55094,405691
40000,405692
51176,405693
40533,405694
56735,405695
70180,405696
40000,405697
40000,405698
41001,405699
50371,405700
60880,405701
74900,405702
66249,405703
43922,405704
62464,405705
69095,405706
53972,405707
40000,405708
69017,405709
47988,405710
70664,405711
64694,405712
56282,405713
77706,405714
40000,405715
50192,405716
74013,405717
58961,405718
81846,405719
59030,405720
40000,405721
40000,405722
75918,405723
60954,405724
45977,405725
64917,405726
51622,405727
74156,405728
50978,405729
60361,405730
41989,405731
41359,405732
80715,405733
61593,405734
40000,405735
41975,405736
64908,405737
40000,405738
40000,405739
68799,405740
61312,405741
44831,405742
40000,405743
70434,405744
40000,405745
67977,405746
48103,405747
51980,405748
52530,405749
40000,405750
40000,405751
40000,405752
42997,405753
40000,405754
76026,405755
40000,405756
59040,405757
55701,405758
43570,405759
48451,405760
64642,405761
40000,405762
40000,405763
40000,405764
88858,405765
51983,405766
57645,405767
40000,405768
62916,405769
41280,405770
40000,405771
54819,405772
41980,405773
40000,405774
52763,405775
42546,405776
46887,405777
40000,405778
41340,405779
40000,405780
40000,405781
40000,405782
40000,405783
71155,405784
71856,405785
68220,405786
40000,405787
54782,405788
76320,405789
43281,405790
71134,405791
72612,405792
40000,405793
43220,405794
40000,405795
44912,405796
40000,405797
40000,405798
74250,405799
78126,405800
40000,405801
56621,405802
59128,405803
40000,405804
54076,405805
40000,405806
40000,405807
40000,405808
64052,405809
40000,405810
40000,405811
46853,405812
74680,405813
40000,405814
60336,405815
46675,405816
40000,405817
56986,405818
40000,405819
40000,405820
51691,405821
40000,405822
41107,405823
40000,405824
40000,405825
58187,405826
40000,405827
86936,405828
50638,405829
41363,405830
92357,405831
52044,405832
54176,405833
54405,405834
62440,405835
42259,405836
55062,405837
40000,405838
50460,405839
57216,405840
40000,405841
40000,405842
47853,405843
50212,405844
40000,405845
40000,405846
60949,405847
42552,405848
40000,405849
75070,405850
54148,405851
84650,405852
40000,405853
48318,405854
40000,405855
40000,405856
40000,405857
47258,405858
58325,405859
73276,405860
48915,405861
50522,405862
59111,405863
66065,405864
100352,405865
40000,405866
79748,405867
54704,405868
73825,405869
44534,405870
72706,405871
56295,405872
46343,405873
40000,405874
77070,405875
42989,405876
45190,405877
40000,405878
51202,405879
40000,405880
77763,405881
64406,405882
42302,405883
40000,405884
40000,405885
41377,405886
70972,405887
59958,405888
40000,405889
50361,405890
40036,405891
78973,405892
40000,405893
56660,405894
58183,405895
56046,405896
40000,405897
40000,405898
66788,405899
40000,405900
63655,405901
58340,405902
63842,405903
44649,405904
40000,405905
53463,405906
40000,405907
40000,405908
40000,405909
50227,405910
40000,405911
40000,405912
40000,405913
58102,405914
77358,405915
40983,405916
43706,405917
59447,405918
40000,405919
48751,405920
53811,405921
55579,405922
57855,405923
47731,405924
66158,405925
40000,405926
60728,405927
50276,405928
40000,405929
44627,405930
73204,405931
40000,405932
81516,405933
47547,405934
40000,405935
93002,405936
76243,405937
40000,405938
42519,405939
41050,405940
40000,405941
40000,405942
62125,405943
40000,405944
40000,405945
64778,405946
79158,405947
40000,405948
74087,405949
51071,405950
40000,405951
40000,405952
62826,405953
40000,405954
94546,405955
40000,405956
51741,405957
61402,405958
40000,405959
40000,405960
54040,405961
63705,405962
71451,405963
40000,405964
58724,405965
99380,405966
44870,405967
64127,405968
62483,405969
65023,405970
40000,405971
40000,405972
42783,405973
40000,405974
62875,405975
40000,405976
46918,405977
53376,405978
40000,405979
43056,405980
70466,405981
54923,405982
40000,405983
51765,405984
40305,405985
40000,405986
47388,405987
50621,405988
40000,405989
65140,405990
69924,405991
54973,405992
40000,405993
68606,405994
69510,405995
82964,405996
51686,405997
40000,405998
51019,405999
44281,406000
40000,406001
40000,406002
50344,406003
78434,406004
40000,406005
57503,406006
42898,406007
45873,406008
55373,406009
40000,406010
48305,406011
57678,406012
57067,406013
40659,406014
76193,406015
47460,406016
68981,406017
40234,406018
40000,406019
51001,406020
86656,406021
81181,406022
40000,406023
40000,406024
40000,406025
50575,406026
62172,406027
40000,406028
49707,406029
40000,406030
40000,406031
40000,406032
81659,406033
53373,406034
56077,406035
66894,406036
42443,406037
61025,406038
40000,406039
40000,406040
40000,406041
40000,406042
40000,406043
42854,406044
40000,406045
77946,406046
75923,406047
40638,406048
40000,406049
40000,406050
40000,406051
40000,406052
40000,406053
47226,406054
46770,406055
56186,406056
77050,406057
52403,406058
63708,406059
59059,406060
47839,406061
40000,406062
63836,406063
57761,406064
110607,406065
69107,406066
44015,406067
40000,406068
80392,406069
55422,406070
40000,406071
52474,406072
54245,406073
79158,406074
40000,406075
40000,406076
41292,406077
57359,406078
57043,406079
48269,406080
50266,406081
40000,406082
52404,406083
52741,406084
43285,406085
40000,406086
59862,406087
87360,406088
53249,406089
68695,406090
40000,406091
40000,406092
59860,406093
57306,406094
63010,406095
41972,406096
64204,406097
56573,406098
40000,406099
40000,406100
47782,406101
55658,406102
40000,406103
40000,406104
40000,406105
71111,406106
41225,406107
60029,406108
40000,406109
54493,406110
48201,406111
41044,406112
40000,406113
40000,406114
40000,406115
42563,406116
40000,406117
85486,406118
40000,406119
40000,406120
40403,406121
40000,406122
46436,406123
53169,406124
40000,406125
56463,406126
40000,406127
40000,406128
65125,406129
73133,406130
55042,406131
40000,406132
58588,406133
40000,406134
40000,406135
40000,406136
40000,406137
53370,406138
51868,406139
68966,406140
55480,406141
43280,406142
40000,406143
84724,406144
40033,406145
40000,406146
68999,406147
40000,406148
60522,406149
68976,406150
66809,406151
40765,406152
40000,406153
60113,406154
40000,406155
48927,406156
40000,406157
50847,406158
42748,406159
51577,406160
61394,406161
40000,406162
54444,406163
50062,406164
60865,406165
40562,406166
73840,406167
40000,406168
40000,406169
40000,406170
43886,406171
47237,406172
91646,406173
69476,406174
55311,406175
54862,406176
40000,406177
45912,406178
49338,406179
51190,406180
45544,406181
40740,406182
48204,406183
50888,406184
54475,406185
50226,406186
47434,406187
64007,406188
62519,406189
96455,406190
61291,406191
40000,406192
40000,406193
40000,406194
59457,406195
40000,406196
50220,406197
40000,406198
48461,406199
40000,406200
40000,406201
40000,406202
43132,406203
55544,406204
79917,406205
40000,406206
72735,406207
54334,406208
50674,406209
74704,406210
44260,406211
75073,406212
40000,406213
76843,406214
47240,406215
65647,406216
102439,406217
107362,406218
40000,406219
41617,406220
40000,406221
47451,406222
40000,406223
65497,406224
45041,406225
77500,406226
40000,406227
40000,406228
40000,406229
40000,406230
55092,406231
46538,406232
72182,406233
56712,406234
46884,406235
63386,406236
40000,406237
59759,406238
40000,406239
57093,406240
49491,406241
59088,406242
40000,406243
46557,406244
40000,406245
74758,406246
65081,406247
40000,406248
59211,406249
40000,406250
67061,406251
57668,406252
55774,406253
54425,406254
78509,406255
90671,406256
49983,406257
88143,406258
87189,406259
62919,406260
40000,406261
44082,406262
40000,406263
40000,406264
40000,406265
74465,406266
49127,406267
40000,406268
100695,406269
81666,406270
40000,406271
40000,406272
40119,406273
45115,406274
79484,406275
40000,406276
77548,406277
109277,406278
63158,406279
80564,406280
40000,406281
59704,406282
40000,406283
56357,406284
51397,406285
40000,406286
40000,406287
50669,406288
75973,406289
45611,406290
72077,406291
42939,406292
96325,406293
93547,406294
40000,406295
40000,406296
42771,406297
41039,406298
57332,406299
40000,406300
71379,406301
40000,406302
44847,406303
59941,406304
64733,406305
47448,406306
40000,406307
40000,406308
49992,406309
63233,406310
78833,406311
40000,406312
57507,406313
54922,406314
63987,406315
40346,406316
40000,406317
55145,406318
62881,406319
60476,406320
50568,406321
48251,406322
52316,406323
52690,406324
40000,406325
45100,406326
71056,406327
40000,406328
40000,406329
40000,406330
40000,406331
50514,406332
40000,406333
40579,406334
40624,406335
62574,406336
55571,406337
73230,406338
40000,406339
40000,406340
40000,406341
58175,406342
40000,406343
54532,406344
55236,406345
40000,406346
52884,406347
40000,406348
43380,406349
77778,406350
62025,406351
40000,406352
56797,406353
95089,406354
40000,406355
40000,406356
52890,406357
73577,406358
51047,406359
40000,406360
49497,406361
63867,406362
80753,406363
74343,406364
40000,406365
40000,406366
71242,406367
56307,406368
49727,406369
51494,406370
40000,406371
43579,406372
52347,406373
51939,406374
75267,406375
55546,406376
40000,406377
40813,406378
75400,406379
40082,406380
49299,406381
42131,406382
54145,406383
91739,406384
75310,406385
49066,406386
40000,406387
40000,406388
49549,406389
61784,406390
73190,406391
40000,406392
94592,406393
50965,406394
63929,406395
42737,406396
47630,406397
49218,406398
42651,406399
61550,406400
63691,406401
61376,406402
68272,406403
49073,406404
40000,406405
50627,406406
56488,406407
83934,406408
53805,406409
40000,406410
40000,406411
57006,406412
40000,406413
43605,406414
40000,406415
66774,406416
88873,406417
50279,406418
46738,406419
61334,406420
51190,406421
57565,406422
58105,406423
40000,406424
51511,406425
40000,406426
65086,406427
40000,406428
40000,406429
67161,406430
40000,406431
40000,406432
52240,406433
40000,406434
50400,406435
40000,406436
47069,406437
46659,406438
55279,406439
66187,406440
82536,406441
40000,406442
49604,406443
41054,406444
45572,406445
72459,406446
56222,406447
53245,406448
59001,406449
40000,406450
40000,406451
54908,406452
73472,406453
81502,406454
70233,406455
81354,406456
40000,406457
40133,406458
51405,406459
40000,406460
69640,406461
90498,406462
71693,406463
42305,406464
40000,406465
51017,406466
54524,406467
40000,406468
70977,406469
53694,406470
56662,406471
55248,406472
54945,406473
50550,406474
48821,406475
78589,406476
40000,406477
40000,406478
40000,406479
83111,406480
91887,406481
58924,406482
40000,406483
41113,406484
40000,406485
59295,406486
57469,406487
56549,406488
40000,406489
40000,406490
40000,406491
79496,406492
40000,406493
40000,406494
40000,406495
40000,406496
40000,406497
40000,406498
62479,406499
40461,406500
56238,406501
84180,406502
78701,406503
54165,406504
42674,406505
49448,406506
40000,406507
40000,406508
69083,406509
40307,406510
85877,406511
65990,406512
49872,406513
50682,406514
40000,406515
57949,406516
55544,406517
40000,406518
43740,406519
57552,406520
52333,406521
42136,406522
40000,406523
54114,406524
40000,406525
63861,406526
40000,406527
64572,406528
50463,406529
48199,406530
45128,406531
40000,406532
53602,406533
43695,406534
59923,406535
61594,406536
40000,406537
40000,406538
40000,406539
48307,406540
40000,406541
72480,406542
86394,406543
46393,406544
70165,406545
40000,406546
44903,406547
95020,406548
40000,406549
51620,406550
44968,406551
50827,406552
40000,406553
57347,406554
40000,406555
51208,406556
40000,406557
40000,406558
40000,406559
42280,406560
42572,406561
51053,406562
40000,406563
42716,406564
47062,406565
52629,406566
49889,406567
40000,406568
57690,406569
52986,406570
69244,406571
40000,406572
40000,406573
40000,406574
41561,406575
40000,406576
43703,406577
92565,406578
44128,406579
64344,406580
102646,406581
43809,406582
40000,406583
76816,406584
63138,406585
48808,406586
71727,406587
66144,406588
40000,406589
40000,406590
40000,406591
82819,406592
70526,406593
40000,406594
54162,406595
50412,406596
77875,406597
65450,406598
64791,406599
64094,406600
57677,406601
60910,406602
40000,406603
92959,406604
40000,406605
71998,406606
40294,406607
54892,406608
60422,406609
80583,406610
50283,406611
91426,406612
49929,406613
69782,406614
47223,406615
43566,406616
77507,406617
57772,406618
68231,406619
64566,406620
49055,406621
54815,406622
44880,406623
49335,406624
40000,406625
101086,406626
42502,406627
46194,406628
44157,406629
40000,406630
48228,406631
58566,406632
85981,406633
40000,406634
40000,406635
40000,406636
53152,406637
42078,406638
54487,406639
40000,406640
61760,406641
57313,406642
63647,406643
40000,406644
61749,406645
52101,406646
40000,406647
76773,406648
58552,406649
42268,406650
40000,406651
49246,406652
56579,406653
79677,406654
40000,406655
81372,406656
52875,406657
40000,406658
55730,406659
40000,406660
40000,406661
40000,406662
40000,406663
64160,406664
40000,406665
40000,406666
53707,406667
40000,406668
58475,406669
49940,406670
40000,406671
40000,406672
49718,406673
41868,406674
40000,406675
40000,406676
93805,406677
40000,406678
58373,406679
40000,406680
76311,406681
40000,406682
48659,406683
40000,406684
42172,406685
40000,406686
40000,406687
40000,406688
45699,406689
68315,406690
102440,406691
40000,406692
40000,406693
42623,406694
69207,406695
40000,406696
40136,406697
40000,406698
40000,406699
93578,406700
46911,406701
40000,406702
70843,406703
40239,406704
41471,406705
40000,406706
66887,406707
61042,406708
40000,406709
43715,406710
40000,406711
40000,406712
40000,406713
40000,406714
42761,406715
68258,406716
50642,406717
40000,406718
40000,406719
40000,406720
69740,406721
71256,406722
59793,406723
40000,406724
50891,406725
57487,406726
40000,406727
40000,406728
40000,406729
65674,406730
73094,406731
56883,406732
